attack_id,name,description,created,modified,stix_id,url
T1107,File Deletion Mitigation,"Identify unnecessary system utilities, third-party tools, or potentially malicious software that may be used to delete files, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:48.941Z,course-of-action--34efb2fd-4dc2-40d4-a564-0c147c85034d,https://attack.mitre.org/mitigations/T1107
T1211,Exploitation for Defense Evasion Mitigation,"Update software regularly by employing patch management for internal enterprise endpoints and servers. Develop a robust cyber threat intelligence capability to determine what types and levels of threat may use software exploits and 0-days against a particular organization. Make it difficult for adversaries to advance their operation through exploitation of undiscovered or unpatched vulnerabilities by using sandboxing, if available. Other types of virtualization and application microsegmentation may also mitigate the impact of some types of exploitation. The risks of additional exploits and weaknesses in implementation may still exist. (Citation: Ars Technica Pwn2Own 2017 VM Escape) Security applications that look for behavior used during exploitation such as Windows Defender Exploit Guard (WDEG) and the Enhanced Mitigation Experience Toolkit (EMET) can be used to mitigate some exploitation behavior. (Citation: TechNet Moving Beyond EMET) Control flow integrity checking is another way to potentially identify and stop a software exploit from occurring. (Citation: Wikipedia Control Flow Integrity) Many of these protections depend on the architecture and target application binary for compatibility and may not work for software targeted for defense evasion.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:49.139Z,course-of-action--37a3f3f5-76e6-43fe-b935-f1f494c95725,https://attack.mitre.org/mitigations/T1211
T1114,Email Collection Mitigation,"Use of encryption provides an added layer of security to sensitive information sent over email. Encryption using public key cryptography requires the adversary to obtain the private certificate along with an encryption key to decrypt messages. Use of two-factor authentication for public-facing webmail servers is also a recommended best practice to minimize the usefulness of user names and passwords to adversaries. Identify unnecessary system utilities or potentially malicious software that may be used to collect email data files or access the corporate email server, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:49.466Z,course-of-action--383caaa3-c46a-4f61-b2e3-653eb132f0e7,https://attack.mitre.org/mitigations/T1114
T1089,Disabling Security Tools Mitigation,"Ensure proper process, registry, and file permissions are in place to prevent adversaries from disabling or interfering with security services.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:50.085Z,course-of-action--388606d3-f38f-45bf-885d-a9dc9df3c8a8,https://attack.mitre.org/mitigations/T1089
T1025,Data from Removable Media Mitigation,"Identify unnecessary system utilities or potentially malicious software that may be used to collect data from removable media, and audit and/or block them by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:50.265Z,course-of-action--39706d54-0d06-4a25-816a-78cc43455100,https://attack.mitre.org/mitigations/T1025
T1095,Standard Non-Application Layer Protocol Mitigation,"Properly configure firewalls and proxies to limit outgoing traffic to only necessary ports and through proper network gateway systems. Also ensure hosts are only provisioned to communicate over authorized interfaces. Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific obfuscation technique used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:50.443Z,course-of-action--399d9038-b100-43ef-b28d-a5065106b935,https://attack.mitre.org/mitigations/T1095
T1196,Control Panel Items Mitigation,"This type of attack technique cannot be easily mitigated with preventive controls since it is based on the abuse of operating system design features. For example, mitigating specific Windows API calls and/or execution of particular file extensions will likely have unintended side effects, such as preventing legitimate software (i.e., drivers and configuration tools) from operating properly. Efforts should be focused on preventing adversary tools from running earlier in the chain of activity and on identification of subsequent malicious behavior. Restrict storage and execution of Control Panel items to protected directories, such as <code>C:\Windows</code>, rather than user directories. Index known safe Control Panel items and block potentially malicious software using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) that are capable of auditing and/or blocking unknown executable files. Consider fully enabling User Account Control (UAC) to impede system-wide changes from illegitimate administrators. (Citation: Microsoft UAC)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:50.633Z,course-of-action--3a41b366-cfd6-4af2-a6e7-3c6e3c4ebcef,https://attack.mitre.org/mitigations/T1196
T1097,Pass the Ticket Mitigation,"Monitor domains for unusual credential logons. Limit credential overlap across systems to prevent the damage of credential compromise. Ensure that local administrator accounts have complex, unique passwords. Do not allow a user to be a local administrator for multiple systems. Limit domain admin account permissions to domain controllers and limited servers. Delegate other admin functions to separate accounts. (Citation: ADSecurity AD Kerberos Attacks) For containing the impact of a previously generated golden ticket, reset the built-in KRBTGT account password twice, which will invalidate any existing golden tickets that have been created with the KRBTGT hash and other Kerberos tickets derived from it. (Citation: CERT-EU Golden Ticket Protection) Attempt to identify and block unknown or malicious software that could be used to obtain Kerberos tickets and use them to authenticate by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:50.808Z,course-of-action--3a476d83-43eb-4fad-9b75-b1febd834e3d,https://attack.mitre.org/mitigations/T1097
T1483,Domain Generation Algorithms Mitigation,"This technique may be difficult to mitigate since the domains can be registered just before they are used, and disposed shortly after. Malware researchers can reverse-engineer malware variants that use DGAs and determine future domains that the malware will attempt to contact, but this is a time and resource intensive effort.(Citation: Cybereason Dissecting DGAs)(Citation: Cisco Umbrella DGA Brute Force) Malware is also increasingly incorporating seed values that can be unique for each instance, which would then need to be determined to extract future generated domains. In some cases, the seed that a particular sample uses can be extracted from DNS traffic.(Citation: Akamai DGA Mitigation) Even so, there can be thousands of possible domains generated per day; this makes it impractical for defenders to preemptively register all possible C2 domains due to the cost. In some cases a local DNS sinkhole may be used to help prevent DGA-based command and control at a reduced cost. Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",2019-02-18T17:22:57.941Z,2025-04-18T17:59:51.006Z,course-of-action--3bd2cf87-1ceb-4317-9aee-3e7dc713261b,https://attack.mitre.org/mitigations/T1483
T1146,Clear Command History Mitigation,"Preventing users from deleting or writing to certain files can stop adversaries from maliciously altering their <code>~/.bash_history</code> files. Additionally, making these environment variables readonly can make sure that the history is preserved (Citation: Securing bash history).",2018-10-17T00:14:20.652Z,2025-04-18T17:59:51.180Z,course-of-action--3e7018e9-7389-48e7-9208-0bdbcbba9483,https://attack.mitre.org/mitigations/T1146
T1028,Windows Remote Management Mitigation,"Disable the WinRM service. If the service is necessary, lock down critical enclaves with separate WinRM infrastructure, accounts, and permissions. Follow WinRM best practices on configuration of authentication methods and use of host firewalls to restrict WinRM access to allow communication only to/from specific devices. (Citation: NSA Spotting)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:51.358Z,course-of-action--3e9f8875-d2f7-4380-a578-84393bd3b025,https://attack.mitre.org/mitigations/T1028
M1053,Data Backup,"Data Backup involves taking and securely storing backups of data from end-user systems and critical servers. It ensures that data remains available in the event of system compromise, ransomware attacks, or other disruptions. Backup processes should include hardening backup systems, implementing secure storage solutions, and keeping backups isolated from the corporate network to prevent compromise during active incidents. This mitigation can be implemented through the following measures: Regular Backup Scheduling: - Use Case: Ensure timely and consistent backups of critical data. - Implementation: Schedule daily incremental backups and weekly full backups for all critical servers and systems. Immutable Backups: - Use Case: Protect backups from modification or deletion, even by attackers. - Implementation: Use write-once-read-many (WORM) storage for backups, preventing ransomware from encrypting or deleting backup files. Backup Encryption: - Use Case: Protect data integrity and confidentiality during transit and storage. - Implementation: Encrypt backups using strong encryption protocols (e.g., AES-256) before storing them in local, cloud, or remote locations. Offsite Backup Storage: - Use Case: Ensure data availability during physical disasters or onsite breaches. - Implementation: Use cloud-based solutions like AWS S3, Azure Backup, or physical offsite storage to maintain a copy of critical data. Backup Testing: - Use Case: Validate backup integrity and ensure recoverability. - Implementation: Regularly test data restoration processes to ensure that backups are not corrupted and can be recovered quickly.",2019-07-19T14:33:33.543Z,2024-12-10T15:32:14.846Z,course-of-action--3efe43d1-6f3f-4fcb-ab39-4a730971f70b,https://attack.mitre.org/mitigations/M1053
T1160,Launch Daemon Mitigation,Limit privileges of user accounts and remediate Privilege Escalation vectors so only authorized administrators can create new Launch Daemons.,2018-10-17T00:14:20.652Z,2025-04-18T17:59:51.544Z,course-of-action--402e92cd-5608-4f4b-9a34-a2c962e4bcd7,https://attack.mitre.org/mitigations/T1160
T1489,Service Stop Mitigation,"Ensure proper process, registry, and file permissions are in place to inhibit adversaries from disabling or interfering with critical services. Limit privileges of user accounts and groups so that only authorized administrators can interact with service changes and service configurations. Harden systems used to serve critical network, business, and communications functions. Operate intrusion detection, analysis, and response systems on a separate network from the production environment to lessen the chances that an adversary can see and interfere with critical response functions.",2019-04-24T17:01:10.433Z,2025-04-18T17:59:51.716Z,course-of-action--417fed8c-bd76-48b5-90a2-a88882a95241,https://attack.mitre.org/mitigations/T1489
T1184,SSH Hijacking Mitigation,Ensure SSH key pairs have strong passwords and refrain from using key-store technologies such as ssh-agent unless they are properly protected. Ensure that all private keys are stored securely in locations where only the legitimate owner has access to with strong passwords and are rotated frequently. Ensure proper file permissions are set and harden system to prevent root privilege escalation opportunities. Do not allow remote access via SSH as root or other privileged accounts. Ensure that agent forwarding is disabled on systems that do not explicitly require this feature to prevent misuse. (Citation: Symantec SSH and ssh-agent),2018-10-17T00:14:20.652Z,2025-04-18T17:59:51.888Z,course-of-action--41cff8e9-fd05-408e-b3d5-d98c54c20bcf,https://attack.mitre.org/mitigations/T1184
T1486,Data Encrypted for Impact Mitigation,"Consider implementing IT disaster recovery plans that contain procedures for regularly taking and testing data backups that can be used to restore organizational data.(Citation: Ready.gov IT DRP) In some cases, the means to decrypt files affected by a ransomware campaign is released to the public. Research trusted sources for public releases of decryptor tools/keys to reverse the effects of ransomware. Identify potentially malicious software and audit and/or block it by using whitelisting(Citation: Beechey 2010) tools, like AppLocker,(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker) or Software Restriction Policies(Citation: Corio 2008) where appropriate.(Citation: TechNet Applocker vs SRP)",2019-03-15T14:49:53.983Z,2025-04-18T17:59:52.091Z,course-of-action--429a5c0c-e132-45c0-a4aa-c1f736c92a1c,https://attack.mitre.org/mitigations/T1486
T1074,Data Staged Mitigation,"Identify system utilities, remote access or third-party tools, users or potentially malicious software that may be used to store compressed or encrypted data in a publicly writeable directory, central location, or commonly used staging directories (e.g. recycle bin) that is indicative of non-standard behavior, and audit and/or block them by using file integrity monitoring tools where appropriate. Consider applying data size limits or blocking file writes of common compression and encryption utilities such as 7zip, RAR, ZIP, or zlib on frequently used staging directories or central locations and monitor attempted violations of those restrictions.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:52.263Z,course-of-action--4320b080-9ae9-4541-9b8b-bcd0961dbbbd,https://attack.mitre.org/mitigations/T1074
T1051,Shared Webroot Mitigation,"Networks that allow for open development and testing of Web content and allow users to set up their own Web servers on the enterprise network may be particularly vulnerable if the systems and Web servers are not properly secured to limit privileged account use, unauthenticated network share access, and network/system isolation. Ensure proper permissions on directories that are accessible through a Web server. Disallow remote access to the webroot or other directories used to serve Web content. Disable execution on directories within the webroot. Ensure that permissions of the Web server process are only what is required by not using built-in accounts; instead, create specific accounts to limit unnecessary access or permissions overlap across multiple systems. (Citation: acunetix Server Secuirty) (Citation: NIST Server Security July 2008)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:52.427Z,course-of-action--43b366a4-b5ff-4d4e-8a3b-f09a9d2faff5,https://attack.mitre.org/mitigations/T1051
T1215,Kernel Modules and Extensions Mitigation,"Common tools for detecting Linux rootkits include: rkhunter (Citation: SourceForge rkhunter), chrootkit (Citation: Chkrootkit Main), although rootkits may be designed to evade certain detection tools. LKMs and Kernel extensions require root level permissions to be installed. Limit access to the root account and prevent users from loading kernel modules and extensions through proper privilege separation and limiting Privilege Escalation opportunities. Application whitelisting and software restriction tools, such as SELinux, can also aide in restricting kernel module loading. (Citation: Kernel.org Restrict Kernel Module)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:52.625Z,course-of-action--44155d14-ca75-4fdf-b033-ab3d732e2884,https://attack.mitre.org/mitigations/T1215
T1214,Credentials in Registry Mitigation,"Do not store credentials within the Registry. Proactively search for credentials within Registry keys and attempt to remediate the risk. If necessary software must store credentials, then ensure those accounts have limited permissions so they cannot be abused if obtained by an adversary.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:52.794Z,course-of-action--4490fee2-5c70-4db3-8db5-8d88767dbd55,https://attack.mitre.org/mitigations/T1214
T1036,Masquerading Mitigation,"When creating security rules, avoid exclusions based on file name or file path. Require signed binaries. Use file system access controls to protect folders such as C:\Windows\System32. Use tools that restrict program execution via whitelisting by attributes other than file name. Identify potentially malicious software that may look like a legitimate program based on name and location, and audit and/or block it by using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:52.994Z,course-of-action--45e7f570-6a0b-4095-bf02-4bca05da6bae,https://attack.mitre.org/mitigations/T1036
T1102,Web Service Mitigation,"Firewalls and Web proxies can be used to enforce external network communication policy. It may be difficult for an organization to block particular services because so many of them are commonly used during the course of business. Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol or encoded commands used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:53.168Z,course-of-action--4689b9fb-dca4-473e-831b-34717ad50c97,https://attack.mitre.org/mitigations/T1102
T1496,Resource Hijacking Mitigation,"Identify potentially malicious software and audit and/or block it by using whitelisting(Citation: Beechey 2010) tools, like AppLocker,(Citation: Windows Commands JPCERT)(Citation: NSA MS AppLocker) or Software Restriction Policies(Citation: Corio 2008) where appropriate.(Citation: TechNet Applocker vs SRP)",2019-04-24T16:59:33.603Z,2025-04-18T17:59:53.345Z,course-of-action--46acc565-11aa-40ba-b629-33ba0ab9b07b,https://attack.mitre.org/mitigations/T1496
T1040,Network Sniffing Mitigation,"Ensure that all wireless traffic is encrypted appropriately. Use Kerberos, SSL, and multifactor authentication wherever possible. Monitor switches and network for span port usage, ARP/DNS poisoning, and router reconfiguration. Identify and block potentially malicious software that may be used to sniff or analyze network traffic by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:53.539Z,course-of-action--46b7ef91-4e1d-43c5-a2eb-00fa9444f6f4,https://attack.mitre.org/mitigations/T1040
M1038,Execution Prevention,"Prevent the execution of unauthorized or malicious code on systems by implementing application control, script blocking, and other execution prevention mechanisms. This ensures that only trusted and authorized code is executed, reducing the risk of malware and unauthorized actions. This mitigation can be implemented through the following measures: Application Control: - Use Case: Use tools like AppLocker or Windows Defender Application Control (WDAC) to create whitelists of authorized applications and block unauthorized ones. On Linux, use tools like SELinux or AppArmor to define mandatory access control policies for application execution. - Implementation: Allow only digitally signed or pre-approved applications to execute on servers and endpoints. (e.g., `New-AppLockerPolicy -PolicyType Enforced -FilePath ""C:\Policies\AppLocker.xml""`) Script Blocking: - Use Case: Use script control mechanisms to block unauthorized execution of scripts, such as PowerShell or JavaScript. Web Browsers: Use browser extensions or settings to block JavaScript execution from untrusted sources. - Implementation: Configure PowerShell to enforce Constrained Language Mode for non-administrator users. (e.g., `Set-ExecutionPolicy AllSigned`) Executable Blocking: - Use Case: Prevent execution of binaries from suspicious locations, such as `%TEMP%` or `%APPDATA%` directories. - Implementation: Block execution of `.exe`, `.bat`, or `.ps1` files from user-writable directories. Dynamic Analysis Prevention: - Use Case: Use behavior-based execution prevention tools to identify and block malicious activity in real time. - Implemenation: Employ EDR solutions that analyze runtime behavior and block suspicious code execution.",2019-06-11T16:35:25.488Z,2024-12-11T18:10:27.976Z,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,https://attack.mitre.org/mitigations/M1038
T1201,Password Policy Discovery Mitigation,Mitigating discovery of password policies is not advised since the information is required to be known by systems and users of a network. Ensure password policies are such that they mitigate brute force attacks yet will not give an adversary an information advantage because the policies are too light. Active Directory is a common way to set and enforce password policies throughout an enterprise network. (Citation: Microsoft Password Complexity),2018-10-17T00:14:20.652Z,2025-04-18T17:59:53.715Z,course-of-action--49961e75-b493-423a-9ec7-ac2d6f55384a,https://attack.mitre.org/mitigations/T1201
M1043,Credential Access Protection,"Credential Access Protection focuses on implementing measures to prevent adversaries from obtaining credentials, such as passwords, hashes, tokens, or keys, that could be used for unauthorized access. This involves restricting access to credential storage mechanisms, hardening configurations to block credential dumping methods, and using monitoring tools to detect suspicious credential-related activity. This mitigation can be implemented through the following measures: Restrict Access to Credential Storage: - Use Case: Prevent adversaries from accessing the SAM (Security Account Manager) database on Windows systems. - Implementation: Enforce least privilege principles and restrict administrative access to credential stores such as `C:\Windows\System32\config\SAM`. Use Credential Guard: - Use Case: Isolate LSASS (Local Security Authority Subsystem Service) memory to prevent credential dumping. - Implementation: Enable Windows Defender Credential Guard on enterprise endpoints to isolate secrets and protect them from unauthorized access. Monitor for Credential Dumping Tools: - Use Case: Detect and block known tools like Mimikatz or Windows Credential Editor. - Implementation: Flag suspicious process behavior related to credential dumping. Disable Cached Credentials: - Use Case: Prevent adversaries from exploiting cached credentials on endpoints. - Implementation: Configure group policy to reduce or eliminate the use of cached credentials (e.g., set Interactive logon: Number of previous logons to cache to 0). Enable Secure Boot and Memory Protections: - Use Case: Prevent memory-based attacks used to extract credentials. - Implementation: Configure Secure Boot and enforce hardware-based security features like DEP (Data Execution Prevention) and ASLR (Address Space Layout Randomization).",2019-06-11T16:47:12.859Z,2024-12-10T18:55:27.646Z,course-of-action--49c06d54-9002-491d-9147-8efb537fbd26,https://attack.mitre.org/mitigations/M1043
T1110,Brute Force Mitigation,"Set account lockout policies after a certain number of failed login attempts to prevent passwords from being guessed. Too strict a policy can create a denial of service condition and render environments un-usable, with all accounts being locked-out permanently. Use multifactor authentication. Follow best practices for mitigating access to [Valid Accounts](https://attack.mitre.org/techniques/T1078) Refer to NIST guidelines when creating passwords.(Citation: NIST 800-63-3) Where possible, also enable multi factor authentication on external facing services.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:53.874Z,course-of-action--4a99fecc-680b-448e-8fe7-8144c60d272c,https://attack.mitre.org/mitigations/T1110
T1066,Indicator Removal from Tools Mitigation,Mitigation is difficult in instances like this because the adversary may have access to the system through another channel and can learn what techniques or tools are blocked by resident defenses. Exercising best practices with configuration and security as well as ensuring that proper process is followed during investigation of potential compromise is essential to detecting a larger intrusion through discrete alerts. Identify and block potentially malicious software that may be used by an adversary by using whitelisting (Citation: Beechey 2010) tools like AppLocker (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP),2018-10-17T00:14:20.652Z,2025-04-18T17:59:54.080Z,course-of-action--4b998a71-7b8f-4dcc-8f3f-277f2e740271,https://attack.mitre.org/mitigations/T1066
T1156,.bash_profile and .bashrc Mitigation,Making these files immutable and only changeable by certain administrators will limit the ability for adversaries to easily create user level persistence.,2018-10-17T00:14:20.652Z,2025-04-18T17:59:54.257Z,course-of-action--4f170666-7edb-4489-85c2-9affa28a72e0,https://attack.mitre.org/mitigations/T1156
T1216,Signed Script Proxy Execution Mitigation,Certain signed scripts that can be used to execute other programs may not be necessary within a given environment. Use application whitelisting configured to block execution of these scripts if they are not required for a given system or network to prevent potential misuse by adversaries.,2018-10-17T00:14:20.652Z,2025-04-18T17:59:54.428Z,course-of-action--51048ba0-a5aa-41e7-bf5d-993cd217dfb2,https://attack.mitre.org/mitigations/T1216
T1104,Multi-Stage Channels Mitigation,"Command and control infrastructure used in a multi-stage channel may be blocked if known ahead of time. If unique signatures are present in the C2 traffic, they could also be used as the basis of identifying and blocking the channel. (Citation: University of Birmingham C2)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:54.629Z,course-of-action--514e7371-a344-4de7-8ec3-3aa42b801d52,https://attack.mitre.org/mitigations/T1104
T1008,Fallback Channels Mitigation,"Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool, and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools. (Citation: University of Birmingham C2)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:54.798Z,course-of-action--515f6584-fa98-44fe-a4e8-e428c7188514,https://attack.mitre.org/mitigations/T1008
T1113,Screen Capture Mitigation,"Blocking software based on screen capture functionality may be difficult, and there may be legitimate software that performs those actions. Instead, identify potentially malicious software that may have functionality to acquire screen captures, and audit and/or block it by using whitelisting (Citation: Beechey 2010) tools, like AppLocker, (Citation: Windows Commands JPCERT) (Citation: NSA MS AppLocker) or Software Restriction Policies (Citation: Corio 2008) where appropriate. (Citation: TechNet Applocker vs SRP)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:54.998Z,course-of-action--51b37302-b844-4c08-ac98-ae6955ed1f55,https://attack.mitre.org/mitigations/T1113
T1153,Source Mitigation,"Due to potential legitimate uses of source commands, it's may be difficult to mitigate use of this technique.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:55.168Z,course-of-action--5391ece4-8866-415d-9b5e-8dc5944f612a,https://attack.mitre.org/mitigations/T1153
T1076,Remote Desktop Protocol Mitigation,"Disable the RDP service if it is unnecessary, remove unnecessary accounts and groups from Remote Desktop Users groups, and enable firewall rules to block RDP traffic between network security zones. Audit the Remote Desktop Users group membership regularly. Remove the local Administrators group from the list of groups allowed to log in through RDP. Limit remote user permissions if remote access is necessary. Use remote desktop gateways and multifactor authentication for remote logins. (Citation: Berkley Secure) Do not leave RDP accessible from the internet. Change GPOs to define shorter timeouts sessions and maximum amount of time any single session can be active. Change GPOs to specify the maximum amount of time that a disconnected session stays active on the RD session host server. (Citation: Windows RDP Sessions)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:55.337Z,course-of-action--53b3b027-bed3-480c-9101-1247047d0fe6,https://attack.mitre.org/mitigations/T1076
T1171,LLMNR/NBT-NS Poisoning Mitigation,Disable LLMNR and NetBIOS in local computer security settings or by group policy if they are not needed within an environment. (Citation: ADSecurity Windows Secure Baseline) Use host-based security software to block LLMNR/NetBIOS traffic. Enabling SMB Signing can stop NTLMv2 relay attacks.(Citation: byt3bl33d3r NTLM Relaying)(Citation: Secure Ideas SMB Relay)(Citation: Microsoft SMB Packet Signing),2018-10-17T00:14:20.652Z,2025-04-18T17:59:55.532Z,course-of-action--54246e2e-683f-4bf2-be4c-d7d5a60e7d22,https://attack.mitre.org/mitigations/T1171
T1204,User Execution Mitigation,"Use user training as a way to bring awareness to common phishing and spearphishing techniques and how to raise suspicion for potentially malicious events. Application whitelisting may be able to prevent the running of executables masquerading as other files. If a link is being visited by a user, block unknown or unused files in transit by default that should not be downloaded or by policy from suspicious sites as a best practice to prevent some vectors, such as .scr, .exe, .lnk, .pif, .cpl, etc. Some download scanning devices can open and analyze compressed and encrypted formats, such as zip and RAR that may be used to conceal malicious files in [Obfuscated Files or Information](https://attack.mitre.org/techniques/T1027). If a link is being visited by a user, network intrusion prevention systems and systems designed to scan and remove malicious downloads can be used to block activity. Solutions can be signature and behavior based, but adversaries may construct files in a way to avoid these systems.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:55.719Z,course-of-action--548bf7ad-e19c-4d74-84bf-84ac4e57f505,https://attack.mitre.org/mitigations/T1204
T1200,Hardware Additions Mitigation,"Establish network access control policies, such as using device certificates and the 802.1x standard. (Citation: Wikipedia 802.1x) Restrict use of DHCP to registered devices to prevent unregistered devices from communicating with trusted systems. Block unknown devices and accessories by endpoint security configuration and monitoring agent.",2018-10-17T00:14:20.652Z,2025-04-18T17:59:55.894Z,course-of-action--54e8722d-2faf-4b1b-93b6-6cbf9551669f,https://attack.mitre.org/mitigations/T1200
T1142,Keychain Mitigation,The password for the user's login keychain can be changed from the user's login password. This increases the complexity for an adversary because they need to know an additional password.,2018-10-17T00:14:20.652Z,2025-04-18T17:59:56.074Z,course-of-action--56648de3-8947-4559-90c4-eda10acc0f5a,https://attack.mitre.org/mitigations/T1142
T1064,Scripting Mitigation,"Turn off unused features or restrict access to scripting engines such as VBScript or scriptable administration frameworks such as PowerShell. Configure Office security settings enable Protected View, to execute within a sandbox environment, and to block macros through Group Policy. (Citation: Microsoft Block Office Macros) Other types of virtualization and application microsegmentation may also mitigate the impact of compromise. The risks of additional exploits and weaknesses in implementation may still exist. (Citation: Ars Technica Pwn2Own 2017 VM Escape)",2018-10-17T00:14:20.652Z,2025-04-18T17:59:56.241Z,course-of-action--57019a80-8523-46b6-be7d-f763a15a2cc6,https://attack.mitre.org/mitigations/T1064
